PI,A_1,A_2,transmittance,cte,strength,tg,SaScore,reward
CCC(C)c1ccc(N2C(=O)c3ccc([Si](C)(C)c4ccc5c(c4)C(=O)N(C)C5=O)cc3C2=O)cc1,"557,571","29,788",75.07,35.45,97.79,260.27,3.25,0.3926
None,243,194,0.0,0.0,0.0,0.0,0.0,0.0
None,"496,124","799,300",0.0,0.0,0.0,0.0,0.0,0.0
None,199,547,0.0,0.0,0.0,0.0,0.0,0.0
None,250,679,0.0,0.0,0.0,0.0,0.0,0.0
None,549,955,0.0,0.0,0.0,0.0,0.0,0.0
None,383,663,0.0,0.0,0.0,0.0,0.0,0.0
None,460,565,0.0,0.0,0.0,0.0,0.0,0.0
None,471,341,0.0,0.0,0.0,0.0,0.0,0.0
None,263,210,0.0,0.0,0.0,0.0,0.0,0.0
None,122,703,0.0,0.0,0.0,0.0,0.0,0.0
None,"156,389","1000,936",0.0,0.0,0.0,0.0,0.0,0.0
None,390,344,0.0,0.0,0.0,0.0,0.0,0.0
None,56,227,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(S(=O)(=O)c2ccc(N3C(=O)C4(F)C5(F)C(=O)N(C)C(=O)C5(F)C4(F)C3=O)cc2)cc1,"20,362","985,313",77.37,51.05,92.6,285.45,4.24,0.3293
None,"110,541","918,672",0.0,0.0,0.0,0.0,0.0,0.0
None,512,639,0.0,0.0,0.0,0.0,0.0,0.0
None,"44,109","333,436",0.0,0.0,0.0,0.0,0.0,0.0
None,482,10,0.0,0.0,0.0,0.0,0.0,0.0
None,49,342,0.0,0.0,0.0,0.0,0.0,0.0
None,357,117,0.0,0.0,0.0,0.0,0.0,0.0
None,244,44,0.0,0.0,0.0,0.0,0.0,0.0
None,"173,547","586,741",0.0,0.0,0.0,0.0,0.0,0.0
None,322,550,0.0,0.0,0.0,0.0,0.0,0.0
COc1cc(-c2cc(-c3ccc4c(c3)C(=O)N(C)C4=O)cc3cc4c(cc23)C(=O)OC4=O)cc2c1C(=O)N(c1ccc3c(c1)-c1cc(C)ccc1-3)C2=O,"289,165,178","975,820,633",4.0,32.03,108.78,315.53,3.33,0.0221
None,274,724,0.0,0.0,0.0,0.0,0.0,0.0
None,549,399,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(-c2ccc(N3C(=O)C4C5CC6C(=O)N(C)C(=O)C6CC5C4C3=O)cc2)cc(Br)c1C,426,513,78.13,40.17,104.5,385.99,4.06,0.3989
COc1ccc(N2C(=O)c3ccc(OC4=CC=C5C(=O)N(C)C(=O)C5(C)C4)cc3C2=O)cc1,9,303,74.74,56.59,113.21,260.45,3.42,0.3482
Cc1ccc(N2C(=O)C3C=c4cc5c(cc4=CC3C2=O)C(=O)N(C)C5=O)c2c(C)cccc12,"40,551","602,124",78.29,20.05,128.86,429.48,3.84,0.4728
Cc1ccc2c3cccc4c(N5C(=O)c6ccc(C(C7=CC8C(=O)N(C)C(=O)C8C=C7)(C(F)(F)F)C(F)(F)F)cc6C5=O)ccc(c5cccc1c25)c43,294,613,74.74,46.63,101.14,404.91,4.29,0.3625
None,296,841,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2ccc(F)cc2c1N1C(=O)C2C3CCC(C4C(=O)N(C)C(=O)C34)C2C1=O,"496,476","778,198",78.4,28.38,111.43,415.25,4.68,0.4026
None,231,644,0.0,0.0,0.0,0.0,0.0,0.0
None,"127,136","724,458",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2cc(N3C(=O)CC(C4CC(=O)N(C)C4=O)C3=O)ccc2c1C,"543,237","482,158",75.23,31.17,132.23,384.71,3.21,0.4527
None,"230,539","411,455",0.0,0.0,0.0,0.0,0.0,0.0
None,57,553,0.0,0.0,0.0,0.0,0.0,0.0
None,"411,244,87,451","46,683,998,128",0.0,0.0,0.0,0.0,0.0,0.0
None,442,824,0.0,0.0,0.0,0.0,0.0,0.0
None,488,428,0.0,0.0,0.0,0.0,0.0,0.0
None,"535,366,414","658,188,176",0.0,0.0,0.0,0.0,0.0,0.0
None,242,538,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(CCCN2C(=O)C3C=CC(CCCCc4ccc5c(c4)C(=O)N(C)C5=O)=CC3C2=O)cc1,151,40,40.18,51.29,105.05,243.06,3.59,0.1837
None,513,113,0.0,0.0,0.0,0.0,0.0,0.0
None,"227,523","72,974",0.0,0.0,0.0,0.0,0.0,0.0
None,130,433,0.0,0.0,0.0,0.0,0.0,0.0
None,233,475,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)ncc1cc(N3C(=O)C4CC=C(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)CC4C3=O)ccc12,348,512,80.49,51.09,104.06,363.54,4.06,0.3815
None,447,181,0.0,0.0,0.0,0.0,0.0,0.0
None,"100,7","731,884",0.0,0.0,0.0,0.0,0.0,0.0
None,464,717,0.0,0.0,0.0,0.0,0.0,0.0
None,"366,459","120,623",0.0,0.0,0.0,0.0,0.0,0.0
None,"311,311,36","85,193,335",0.0,0.0,0.0,0.0,0.0,0.0
None,275,875,0.0,0.0,0.0,0.0,0.0,0.0
None,500,825,0.0,0.0,0.0,0.0,0.0,0.0
None,2,97,0.0,0.0,0.0,0.0,0.0,0.0
None,420,488,0.0,0.0,0.0,0.0,0.0,0.0
None,360,699,0.0,0.0,0.0,0.0,0.0,0.0
None,"556,95","449,805",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2ccccc2c1-c1ccc(N2C(=O)c3ccc(C4(c5ccc6c(c5)C(=O)N(C)C6=O)c5ccccc5C5CCCCC54)cc3C2=O)cc1,152,100,70.38,41.46,125.84,404.83,4.09,0.3677
Cc1ccc2cc3ccc(N4C(=O)C56CCCCC57C(=O)N(C)C(=O)C75CCCCC56C4=O)cc3nc2c1,371,905,82.23,37.56,111.04,351.5,5.45,0.3647
None,"321,288","942,176",0.0,0.0,0.0,0.0,0.0,0.0
None,562,337,0.0,0.0,0.0,0.0,0.0,0.0
None,396,55,0.0,0.0,0.0,0.0,0.0,0.0
None,444,393,0.0,0.0,0.0,0.0,0.0,0.0
None,560,157,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C2C(=O)N(C)C(=O)C2=CC(Oc2ccc3c(c2)C(=O)N(c2ccc4c(c2)C2(c5ccccc5-4)c4ccc(C)c(C)c4Oc4c2cc(C)c(C)c4C)C3=O)=CC1,126,429,77.52,36.69,91.09,334.54,4.69,0.3492
None,494,228,0.0,0.0,0.0,0.0,0.0,0.0
None,"238,66","191,373",0.0,0.0,0.0,0.0,0.0,0.0
None,"440,70","526,905",0.0,0.0,0.0,0.0,0.0,0.0
None,450,999,0.0,0.0,0.0,0.0,0.0,0.0
None,250,68,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)OCCOCCOCCOc1cc(N3C(=O)c4ccc(C#Cc5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)ccc1OCCO2,"493,456,426,509","62,72,737,390",54.21,64.55,100.54,247.76,3.59,0.2297
None,397,81,0.0,0.0,0.0,0.0,0.0,0.0
None,285,597,0.0,0.0,0.0,0.0,0.0,0.0
None,"108,158","720,934",0.0,0.0,0.0,0.0,0.0,0.0
None,229,379,0.0,0.0,0.0,0.0,0.0,0.0
None,"283,268,70","714,805,797",0.0,0.0,0.0,0.0,0.0,0.0
None,561,462,0.0,0.0,0.0,0.0,0.0,0.0
None,315,144,0.0,0.0,0.0,0.0,0.0,0.0
None,6,595,0.0,0.0,0.0,0.0,0.0,0.0
None,"320,494","156,628",0.0,0.0,0.0,0.0,0.0,0.0
None,196,136,0.0,0.0,0.0,0.0,0.0,0.0
None,524,854,0.0,0.0,0.0,0.0,0.0,0.0
None,"208,522","173,774",0.0,0.0,0.0,0.0,0.0,0.0
None,442,62,0.0,0.0,0.0,0.0,0.0,0.0
None,"125,155","527,840",0.0,0.0,0.0,0.0,0.0,0.0
None,185,625,0.0,0.0,0.0,0.0,0.0,0.0
None,198,278,0.0,0.0,0.0,0.0,0.0,0.0
None,140,833,0.0,0.0,0.0,0.0,0.0,0.0
None,"256,222,421","49,438,950",0.0,0.0,0.0,0.0,0.0,0.0
None,"233,18,289,451","528,298,621,156",0.0,0.0,0.0,0.0,0.0,0.0
None,195,965,0.0,0.0,0.0,0.0,0.0,0.0
None,566,309,0.0,0.0,0.0,0.0,0.0,0.0
None,512,533,0.0,0.0,0.0,0.0,0.0,0.0
None,"311,574","686,902",0.0,0.0,0.0,0.0,0.0,0.0
CC1=C2C(=O)N(C)C(=O)C2=CC(OC2CCC(c3ccc4c(c3)C(=O)N(CC(C)c3ccc(C)cc3)C4=O)CC2)=CC1,"72,126","29,355",80.25,65.09,86.54,262.49,3.76,0.3295
None,"313,63","84,915",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2ccc3c4c2c1CC=C4CC=C3n1c(=O)c2c3ccccccc4c5c(=O)n(C)c(=O)c5c5ccccccc(c2c1=O)c5c43,237,577,0.52,44.2,105.65,421.4,3.94,0.0027
Cc1ccc2c(c1)C1(c3ccccc3Oc3ccccc31)c1cc(N3C(=O)c4ccc(C5=CCC=C6C(=O)N(C)C(=O)C6=C5)cc4C3=O)ccc1-2,"111,514","442,664",7.49,41.01,99.55,365.23,3.9,0.0381
None,458,330,0.0,0.0,0.0,0.0,0.0,0.0
None,171,210,0.0,0.0,0.0,0.0,0.0,0.0
None,"109,326,291","181,225,562",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(C(c2ccc3c(c2)C(=O)N(C)C3=O)(C(F)(F)F)C(F)(F)C(F)(F)F)cc2c1C(=O)N(c1c(C)cc(F)cc1F)C2=O,"339,536","628,4",84.03,47.04,104.5,306.35,3.82,0.4012
None,346,527,0.0,0.0,0.0,0.0,0.0,0.0
None,387,172,0.0,0.0,0.0,0.0,0.0,0.0
None,"115,58","466,853",0.0,0.0,0.0,0.0,0.0,0.0
None,393,912,0.0,0.0,0.0,0.0,0.0,0.0
None,246,843,0.0,0.0,0.0,0.0,0.0,0.0
None,325,12,0.0,0.0,0.0,0.0,0.0,0.0
None,402,735,0.0,0.0,0.0,0.0,0.0,0.0
None,463,673,0.0,0.0,0.0,0.0,0.0,0.0
None,365,56,0.0,0.0,0.0,0.0,0.0,0.0
None,200,683,0.0,0.0,0.0,0.0,0.0,0.0
None,"80,523","840,69",0.0,0.0,0.0,0.0,0.0,0.0
None,148,351,0.0,0.0,0.0,0.0,0.0,0.0
None,"111,507","46,176",0.0,0.0,0.0,0.0,0.0,0.0
None,"294,512,139","987,885,487",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2cc3ccc(N4C(=O)C5CC6CCC7C(=O)N(C)C(=O)C7C6CC5C4=O)cc3cc2cc1F,"86,133","730,615",79.7,49.66,102.14,376.86,4.26,0.3736
None,239,945,0.0,0.0,0.0,0.0,0.0,0.0
None,540,781,0.0,0.0,0.0,0.0,0.0,0.0
None,477,421,0.0,0.0,0.0,0.0,0.0,0.0
None,361,515,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C(=Nc2ccccc2)c2ccc(N3C(=O)c4ccc([Si](C)(C)c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)cc1,571,869,65.19,31.07,133.71,258.17,3.06,0.3664
None,150,354,0.0,0.0,0.0,0.0,0.0,0.0
None,"473,294","918,853",0.0,0.0,0.0,0.0,0.0,0.0
None,253,806,0.0,0.0,0.0,0.0,0.0,0.0
None,259,584,0.0,0.0,0.0,0.0,0.0,0.0
None,288,863,0.0,0.0,0.0,0.0,0.0,0.0
None,534,386,0.0,0.0,0.0,0.0,0.0,0.0
None,312,363,0.0,0.0,0.0,0.0,0.0,0.0
None,299,385,0.0,0.0,0.0,0.0,0.0,0.0
None,"230,233,8,231","495,714,795,271",0.0,0.0,0.0,0.0,0.0,0.0
None,"72,21,230,88","568,671,961,152",0.0,0.0,0.0,0.0,0.0,0.0
None,560,431,0.0,0.0,0.0,0.0,0.0,0.0
None,29,984,0.0,0.0,0.0,0.0,0.0,0.0
None,106,660,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2c3ccccc3c(N3C(=O)c4ccc(-c5ccc6cc7c(cc6c5)C(=O)N(C)C7=O)cc4C3=O)cc2c2ccccc12,205,631,0.26,32.28,183.31,375.15,2.81,0.0017
None,525,372,0.0,0.0,0.0,0.0,0.0,0.0
None,45,138,0.0,0.0,0.0,0.0,0.0,0.0
None,"130,413","247,274",0.0,0.0,0.0,0.0,0.0,0.0
None,135,490,0.0,0.0,0.0,0.0,0.0,0.0
None,"102,69","421,665",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(F)c2cc(N3C(=O)C4C(C3=O)C3C5CC(C6C7CC(C56)C5C6C(=O)N(C)C(=O)C6C75)C43)ccc2c1F,"290,409","231,27",82.2,40.9,91.87,449.12,6.29,0.3827
None,"317,242","238,288",0.0,0.0,0.0,0.0,0.0,0.0
None,133,651,0.0,0.0,0.0,0.0,0.0,0.0
None,435,90,0.0,0.0,0.0,0.0,0.0,0.0
None,252,99,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(C)c3ccc(N4C(=O)C5C(C4=O)C4(F)C(=O)N(C)C(=O)C54F)cc3nc2c1,373,661,76.87,11.32,126.61,439.64,4.14,0.468
Cc1cccc2cccc(N=Nc3cccc4cccc(N5C(=O)c6ccc(OC7=CC=C8C(=O)N(C)C(=O)C8(C)C7)cc6C5=O)c34)c12,9,89,67.0,55.37,123.47,316.42,3.99,0.3068
None,468,402,0.0,0.0,0.0,0.0,0.0,0.0
None,394,877,0.0,0.0,0.0,0.0,0.0,0.0
None,"211,9,54","649,623,979",0.0,0.0,0.0,0.0,0.0,0.0
None,265,102,0.0,0.0,0.0,0.0,0.0,0.0
None,430,8,0.0,0.0,0.0,0.0,0.0,0.0
None,391,729,0.0,0.0,0.0,0.0,0.0,0.0
None,468,161,0.0,0.0,0.0,0.0,0.0,0.0
None,44,327,0.0,0.0,0.0,0.0,0.0,0.0
None,55,41,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(C#N)c3ccc(N4C(=O)C5=CC=C(c6ccc7c(c6)C(=O)N(C)C7=O)C(C)C5C4=O)cc3nc2c1,"318,22,155","699,881,654",64.73,34.61,118.07,357.88,3.96,0.3405
None,481,972,0.0,0.0,0.0,0.0,0.0,0.0
None,234,864,0.0,0.0,0.0,0.0,0.0,0.0
C=Cc1cc(-c2ccc3c(c2)C(=O)N(C)C3=O)cc2c1C(=O)N(c1cccc3c(C)c(C)c(C)cc13)C2=O,479,121,6.25,33.56,154.66,368.99,2.92,0.0387
None,"87,368,447","996,416,26",0.0,0.0,0.0,0.0,0.0,0.0
None,"219,51","860,189",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)c(N1C(=O)C3C4C(=O)N(C)C(=O)C4C3C1=O)cc1ccccc12,544,213,76.53,19.02,133.45,420.79,3.66,0.4723
Cc1ccc2cc3ccc(N4C(=O)c5ccc(-c6c(C)c(C)c7c(c6C)C(=O)N(C)C7=O)cc5C4=O)cc3nc2c1,330,905,14.05,9.2,144.61,425.7,2.92,0.0981
None,554,386,0.0,0.0,0.0,0.0,0.0,0.0
None,"510,124,315","635,951,8",0.0,0.0,0.0,0.0,0.0,0.0
None,512,891,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C)CC(C)(c2ccc(N3C(=O)C4=CC(C(=O)c5ccc6c(c5)C(=O)N(C)C6=O)=CCC4(C)C3=O)cc2)C=C1,295,719,77.87,29.18,134.2,299.33,4.34,0.3879
None,257,697,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C2=C(c3ccc(N4C(=O)c5ccc(C6CCC7C(=O)N(C)C(=O)C7C6)cc5C4=O)cc3)C(F)(F)C(F)(F)C2(F)F)cc1,24,938,82.47,50.11,91.66,359.81,4.21,0.3788
None,"35,564","286,353",0.0,0.0,0.0,0.0,0.0,0.0
None,247,5,0.0,0.0,0.0,0.0,0.0,0.0
None,73,173,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(N2C(=O)C3=CCC(c4ccc5c(c4)C(=O)N(C)C5=O)C=C3C2=O)cc2ccccc2c1C,23,252,64.1,45.51,98.01,356.12,3.56,0.3305
None,412,677,0.0,0.0,0.0,0.0,0.0,0.0
None,"119,396","726,627",0.0,0.0,0.0,0.0,0.0,0.0
None,270,21,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(C)ccc(N3C(=O)C4=CC=CC(c5ccc6c(c5)C(=O)N(C)C6=O)C4C3=O)c2c1,522,175,78.96,47.49,127.34,387.41,3.68,0.4173
None,543,585,0.0,0.0,0.0,0.0,0.0,0.0
None,"506,151","376,810",0.0,0.0,0.0,0.0,0.0,0.0
None,"339,457","586,552",0.0,0.0,0.0,0.0,0.0,0.0
None,"68,188","351,715",0.0,0.0,0.0,0.0,0.0,0.0
None,"81,391","228,82",0.0,0.0,0.0,0.0,0.0,0.0
None,422,435,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(F)cc(C2(c3cc(F)c(N4C(=O)C5=CC=C(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)CC5(C)C4=O)c(F)c3)c3ccccc3-c3ccccc32)cc1F,316,874,77.47,57.46,97.84,343.01,4.56,0.3205
None,"122,3","111,793",0.0,0.0,0.0,0.0,0.0,0.0
None,"485,131,191","115,93,303",0.0,0.0,0.0,0.0,0.0,0.0
None,"347,30,443","924,323,54",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C2(c3ccc(N4C(=O)c5ccc(C#Cc6ccc(C#Cc7ccc8c(c7)C(=O)N(C)C8=O)cc6)cc5C4=O)cc3)C(=O)Nc3ccccc32)cc1,"249,174","865,794",18.34,42.36,106.58,336.48,3.73,0.0932
None,59,67,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2cccc(N3C(=O)c4ccc(-c5c6c(=O)oc(=O)c6c(C6=CC=CC7CC67)c6c(=O)n(C)c(=O)c56)cc4C3=O)c12,401,258,16.38,38.67,136.74,404.34,4.18,0.0865
None,310,853,0.0,0.0,0.0,0.0,0.0,0.0
None,"83,279,70","306,234,479",0.0,0.0,0.0,0.0,0.0,0.0
None,"276,11","587,28",0.0,0.0,0.0,0.0,0.0,0.0
None,164,768,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C2CC(=O)N(c3ccc(-c4sc(C)nc4C)cc3)C2=O)CCC2C(=O)N(C)C(=O)C12,484,511,82.29,32.35,90.22,337.93,3.96,0.4205
Cc1cccc(F)c1-c1ccc(N2C(=O)c3ccc(C4CCC5(CC4)CC(=O)N(C)C5=O)cc3C2=O)cc1,332,473,30.24,57.63,108.91,427.54,3.25,0.1631
None,"85,3","402,953",0.0,0.0,0.0,0.0,0.0,0.0
None,162,613,0.0,0.0,0.0,0.0,0.0,0.0
None,323,897,0.0,0.0,0.0,0.0,0.0,0.0
None,333,53,0.0,0.0,0.0,0.0,0.0,0.0
None,"55,19","621,92",0.0,0.0,0.0,0.0,0.0,0.0
None,"282,309","863,569",0.0,0.0,0.0,0.0,0.0,0.0
None,"416,22","16,263",0.0,0.0,0.0,0.0,0.0,0.0
None,49,944,0.0,0.0,0.0,0.0,0.0,0.0
C=Cc1cc(-c2ccc3c(c2)C(=O)N(C)C3=O)cc2c1C(=O)N(c1ccc(S(=O)(=O)c3ccc(C)cn3)cc1)C2=O,479,836,32.79,51.2,106.8,333.77,2.98,0.1755
None,308,812,0.0,0.0,0.0,0.0,0.0,0.0
None,234,98,0.0,0.0,0.0,0.0,0.0,0.0
None,381,917,0.0,0.0,0.0,0.0,0.0,0.0
None,143,415,0.0,0.0,0.0,0.0,0.0,0.0
None,"506,49,109","472,768,689",0.0,0.0,0.0,0.0,0.0,0.0
None,475,124,0.0,0.0,0.0,0.0,0.0,0.0
None,140,82,0.0,0.0,0.0,0.0,0.0,0.0
None,45,651,0.0,0.0,0.0,0.0,0.0,0.0
None,272,968,0.0,0.0,0.0,0.0,0.0,0.0
None,"248,342,481","884,124,634",0.0,0.0,0.0,0.0,0.0,0.0
None,325,364,0.0,0.0,0.0,0.0,0.0,0.0
None,15,536,0.0,0.0,0.0,0.0,0.0,0.0
None,377,364,0.0,0.0,0.0,0.0,0.0,0.0
None,147,148,0.0,0.0,0.0,0.0,0.0,0.0
None,274,375,0.0,0.0,0.0,0.0,0.0,0.0
None,"55,411,441","45,114,743",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2cc(N3C(=O)C4CC5C(=O)N(C)C(=O)C5C4C3=O)ccc2c1F,"566,119","420,451",77.72,24.45,117.61,431.02,3.66,0.4667
None,"306,550","40,420",0.0,0.0,0.0,0.0,0.0,0.0
None,"17,501","68,445",0.0,0.0,0.0,0.0,0.0,0.0
None,229,127,0.0,0.0,0.0,0.0,0.0,0.0
None,344,255,0.0,0.0,0.0,0.0,0.0,0.0
None,"55,508","792,277",0.0,0.0,0.0,0.0,0.0,0.0
None,1,309,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ccc(N3C(=O)c4ccc(-c5c(F)c(F)c6c(c5F)C(=O)N(C)C6=O)cc4C3=O)c(C#N)c2)cc1,100,806,1.9,22.04,121.11,383.96,2.95,0.0121
None,"194,532","592,752",0.0,0.0,0.0,0.0,0.0,0.0
None,408,576,0.0,0.0,0.0,0.0,0.0,0.0
None,37,51,0.0,0.0,0.0,0.0,0.0,0.0
None,431,659,0.0,0.0,0.0,0.0,0.0,0.0
None,475,326,0.0,0.0,0.0,0.0,0.0,0.0
None,532,207,0.0,0.0,0.0,0.0,0.0,0.0
None,"320,24","313,839",0.0,0.0,0.0,0.0,0.0,0.0
None,76,897,0.0,0.0,0.0,0.0,0.0,0.0
None,"109,277","6,880",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C(F)(C2(C3=CC=C(N4C(=O)c5ccc(C6C=C7C(=O)N(C)C(=O)C7=CC6)cc5C4=O)CC3)CCCCC2)C(F)(F)C(F)(F)F)cc1,"23,67","458,712",72.86,57.85,81.44,275.73,4.7,0.2689
None,465,338,0.0,0.0,0.0,0.0,0.0,0.0
None,476,656,0.0,0.0,0.0,0.0,0.0,0.0
None,322,107,0.0,0.0,0.0,0.0,0.0,0.0
None,"574,267","515,109",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2c1C(n1c(=O)c3c(C4=CC=CC5CC45)c4c(=O)n(C)c(=O)c4c(-c4ccc5c(c4)C(=O)OC5=O)c3c1=O)=CCC2,401,174,9.98,37.88,106.43,402.25,4.47,0.0495
Cc1cc2c(C)cccc2cc1-c1ccc(N2C(=O)C3C=CC(c4ccc5c(c4)C(=O)N(C)C5=O)=CC3C2=O)cc1,"156,521","167,631",73.1,24.06,126.1,347.94,3.65,0.4186
None,218,277,0.0,0.0,0.0,0.0,0.0,0.0
None,37,520,0.0,0.0,0.0,0.0,0.0,0.0
None,281,828,0.0,0.0,0.0,0.0,0.0,0.0
None,"233,109","546,126",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C2CCC(N3C(=O)c4ccc(C5=CCC=C6C(=O)N(C)C(=O)C6=C5)cc4C3=O)CC2)cc1,514,520,41.61,53.82,107.08,394.52,3.09,0.227
None,541,325,0.0,0.0,0.0,0.0,0.0,0.0
None,33,365,0.0,0.0,0.0,0.0,0.0,0.0
None,"118,366,511","280,903,876",0.0,0.0,0.0,0.0,0.0,0.0
None,200,268,0.0,0.0,0.0,0.0,0.0,0.0
None,224,35,0.0,0.0,0.0,0.0,0.0,0.0
None,"226,398","993,82",0.0,0.0,0.0,0.0,0.0,0.0
None,83,379,0.0,0.0,0.0,0.0,0.0,0.0
None,184,657,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(OC5=CC=C6C(=O)N(C)C(=O)C6C5)cc4C3=O)ccc1O2,96,655,79.2,50.08,88.87,315.28,3.91,0.3646
None,"136,423","670,409",0.0,0.0,0.0,0.0,0.0,0.0
None,425,178,0.0,0.0,0.0,0.0,0.0,0.0
None,435,169,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)C(F)(F)C(F)(F)c1cc(N3C(=O)C4(C)C5(C)C(=O)N(C)C(=O)C5(C)C4(C)C3=O)ccc1-2,377,620,76.23,17.84,133.47,332.35,4.61,0.3974
C=Cc1ccc2c(c1)C(c1ccc3c(c1)C(=O)N(C)C3=O)(c1ccc3c(c1)C(=O)N(c1cc(C)c4cc(C)ccc4c1)C3=O)c1cc(C=C)ccc1-2,"150,355","707,85",5.92,58.42,122.73,351.7,3.36,0.03
None,560,960,0.0,0.0,0.0,0.0,0.0,0.0
None,269,444,0.0,0.0,0.0,0.0,0.0,0.0
None,"82,41,548","808,832,359",0.0,0.0,0.0,0.0,0.0,0.0
None,"212,310,95,474,206","621,933,711,594,224",0.0,0.0,0.0,0.0,0.0,0.0
None,534,630,0.0,0.0,0.0,0.0,0.0,0.0
None,574,439,0.0,0.0,0.0,0.0,0.0,0.0
None,491,135,0.0,0.0,0.0,0.0,0.0,0.0
None,"276,467","867,719",0.0,0.0,0.0,0.0,0.0,0.0
None,390,252,0.0,0.0,0.0,0.0,0.0,0.0
None,213,545,0.0,0.0,0.0,0.0,0.0,0.0
None,200,78,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ccc(N3C(=O)C4CCC(c5ccc6c(c5)C(=O)N(C)C6=O)CC4C3=O)cc2)cc1C,24,424,79.23,45.29,94.76,384.65,3.41,0.4247
None,"62,48","960,244",0.0,0.0,0.0,0.0,0.0,0.0
None,312,994,0.0,0.0,0.0,0.0,0.0,0.0
None,"502,94","791,280",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(C)ccc(N3C(=O)c4ccc(-c5c6c(=O)oc(=O)c6c(C)c6c(=O)n(C)c(=O)c56)cc4C3=O)c2c1,"502,533","27,175",1.69,5.94,154.93,427.92,3.08,0.0118
None,"45,201","481,71",0.0,0.0,0.0,0.0,0.0,0.0
None,399,986,0.0,0.0,0.0,0.0,0.0,0.0
None,77,189,0.0,0.0,0.0,0.0,0.0,0.0
None,"81,285","206,66",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2cc(F)c(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4(F)C3=O)c(F)c2)cc1,"129,372","319,587",77.08,13.83,114.05,384.96,3.97,0.4519
None,467,294,0.0,0.0,0.0,0.0,0.0,0.0
None,128,47,0.0,0.0,0.0,0.0,0.0,0.0
None,237,324,0.0,0.0,0.0,0.0,0.0,0.0
None,570,322,0.0,0.0,0.0,0.0,0.0,0.0
None,56,296,0.0,0.0,0.0,0.0,0.0,0.0
None,552,860,0.0,0.0,0.0,0.0,0.0,0.0
None,319,513,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(N=Nc2cccc3ccccc23)cc(N2C(=O)C3C(C2=O)C2C4CC(C5C6CC(C45)C4C5C(=O)N(C)C(=O)C5C64)C32)c1,"409,339","759,87",81.05,40.26,97.12,464.74,6.3,0.3856
None,281,430,0.0,0.0,0.0,0.0,0.0,0.0
None,309,571,0.0,0.0,0.0,0.0,0.0,0.0
None,"483,258","440,512",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(F)cc2c(N3C(=O)C4C5C(=O)N(C)C(=O)C5(F)C4C3=O)c(F)ccc12,"372,28","731,241",78.07,16.83,114.0,414.25,4.16,0.4511
None,"121,498","115,18",0.0,0.0,0.0,0.0,0.0,0.0
None,286,128,0.0,0.0,0.0,0.0,0.0,0.0
